sqrt_radius,isPrime,mod4,factors,cc,cartesian,img_ops,size
111,false,3,"[3, 37]","Complex[3 + 0im, 1 + 6im, 1 - 6im]",Complex[],Any[],"(0,)"
112,false,,"[2, 2, 2, 2, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
113,true,1,[113],"Complex[8 + 7im, 8 - 7im]","Complex[8 + 7im, 8 - 7im]","Complex[8 + 7im, 8 - 7im, -7 + 8im, 7 + 8im, 7 - 8im, -7 - 8im, -8 - 7im, -8 + 7im]","(8,)"
114,false,,"[2, 3, 19]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 19 + 0im]","Complex[3 + 3im, 19 - 19im, 2 + 0im, 57 + 0im]","Complex[3 + 3im, 19 - 19im, 2 + 0im, 57 + 0im, -3 + 3im, 19 + 19im, 0 + 2im, 0 + 57im, 3 - 3im, -19 - 19im, 0 - 2im, 0 - 57im, -3 - 3im, -19 + 19im, -2 + 0im, -57 + 0im]","(16,)"
115,false,3,"[5, 23]","Complex[2 + 1im, 2 - 1im, 23 + 0im]",Complex[],Any[],"(0,)"
116,false,,"[2, 2, 29]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 5im, 2 - 5im]","Complex[-10 + 4im, -10 - 4im, 2 + 2im, 29 - 29im]","Complex[-10 + 4im, -10 - 4im, 2 + 2im, 29 - 29im, -4 - 10im, 4 - 10im, -2 + 2im, 29 + 29im, 4 + 10im, -4 + 10im, 2 - 2im, -29 - 29im, 10 - 4im, 10 + 4im, -2 - 2im, -29 + 29im]","(16,)"
117,false,1,"[3, 3, 13]","Complex[3 + 0im, 3 + 0im, 3 + 2im, 3 - 2im]","Complex[9 + 6im, 9 - 6im, 9 + 0im, 13 + 0im]","Complex[9 + 6im, 9 - 6im, 9 + 0im, 13 + 0im, -6 + 9im, 6 + 9im, 0 + 9im, 0 + 13im, 6 - 9im, -6 - 9im, 0 - 9im, 0 - 13im, -9 - 6im, -9 + 6im, -9 + 0im, -13 + 0im]","(16,)"
118,false,,"[2, 59]","Complex[1 + 1im, 1 - 1im, 59 + 0im]",Complex[],Any[],"(0,)"
119,false,3,"[7, 17]","Complex[7 + 0im, 1 + 4im, 1 - 4im]",Complex[],Any[],"(0,)"
120,false,,"[2, 2, 2, 3, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im]",Complex[],Any[],"(0,)"
121,false,1,"[11, 11]","Complex[11 + 0im, 11 + 0im]",Complex[11 + 0im],"Complex[11 + 0im, 0 + 11im, 0 - 11im, -11 + 0im]","(4,)"
122,false,,"[2, 61]","Complex[1 + 1im, 1 - 1im, 5 + 6im, 5 - 6im]","Complex[-1 + 11im, -1 - 11im, 2 + 0im, 61 + 0im]","Complex[-1 + 11im, -1 - 11im, 2 + 0im, 61 + 0im, -11 - 1im, 11 - 1im, 0 + 2im, 0 + 61im, 11 + 1im, -11 + 1im, 0 - 2im, 0 - 61im, 1 - 11im, 1 + 11im, -2 + 0im, -61 + 0im]","(16,)"
123,false,3,"[3, 41]","Complex[3 + 0im, 4 + 5im, 4 - 5im]",Complex[],Any[],"(0,)"
124,false,,"[2, 2, 31]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 31 + 0im]",Complex[],Any[],"(0,)"
125,false,1,"[5, 5, 5]","Complex[2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im]","Complex[2 + 11im, 2 - 11im, 10 + 5im, 10 - 5im]","Complex[2 + 11im, 2 - 11im, 10 + 5im, 10 - 5im, -11 + 2im, 11 + 2im, -5 + 10im, 5 + 10im, 11 - 2im, -11 - 2im, 5 - 10im, -5 - 10im, -2 - 11im, -2 + 11im, -10 - 5im, -10 + 5im]","(16,)"
126,false,,"[2, 3, 3, 7]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 7 + 0im]",Complex[],Any[],"(0,)"
127,true,3,[127],Complex[127 + 0im],Complex[127 + 0im],"Complex[127 + 0im, 0 + 127im, 0 - 127im, -127 + 0im]","(4,)"
128,false,,"[2, 2, 2, 2, 2, 2, 2]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im]","Complex[8 - 8im, 8 + 8im]","Complex[8 - 8im, 8 + 8im, -8 + 8im, -8 - 8im]","(4,)"
129,false,1,"[3, 43]","Complex[3 + 0im, 43 + 0im]","Complex[3 + 0im, 43 + 0im]","Complex[3 + 0im, 43 + 0im, 0 + 3im, 0 + 43im, 0 - 3im, 0 - 43im, -3 + 0im, -43 + 0im]","(8,)"
130,false,,"[2, 5, 13]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 3 + 2im, 3 - 2im]","Complex[-3 + 11im, -3 - 11im, 4 + 2im, 26 - 13im]","Complex[-3 + 11im, -3 - 11im, 4 + 2im, 26 - 13im, -11 - 3im, 11 - 3im, -2 + 4im, 13 + 26im, 11 + 3im, -11 + 3im, 2 - 4im, -13 - 26im, 3 - 11im, 3 + 11im, -4 - 2im, -26 + 13im]","(16,)"
131,true,3,[131],Complex[131 + 0im],Complex[131 + 0im],"Complex[131 + 0im, 0 + 131im, 0 - 131im, -131 + 0im]","(4,)"
132,false,,"[2, 2, 3, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 11 + 0im]","Complex[0 + 6im, 0 - 22im, 2 + 2im, 33 - 33im]","Complex[0 + 6im, 0 - 22im, 2 + 2im, 33 - 33im, -6 + 0im, 22 + 0im, -2 + 2im, 33 + 33im, 6 + 0im, -22 + 0im, 2 - 2im, -33 - 33im, 0 - 6im, 0 + 22im, -2 - 2im, -33 + 33im]","(16,)"
133,false,1,"[7, 19]","Complex[7 + 0im, 19 + 0im]","Complex[7 + 0im, 19 + 0im]","Complex[7 + 0im, 19 + 0im, 0 + 7im, 0 + 19im, 0 - 7im, 0 - 19im, -7 + 0im, -19 + 0im]","(8,)"
134,false,,"[2, 67]","Complex[1 + 1im, 1 - 1im, 67 + 0im]",Complex[],Any[],"(0,)"
135,false,3,"[3, 3, 3, 5]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im]",Complex[],Any[],"(0,)"
136,false,,"[2, 2, 2, 17]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 4im, 1 - 4im]","Complex[-10 - 6im, -10 + 6im, 4 + 0im, 34 + 0im]","Complex[-10 - 6im, -10 + 6im, 4 + 0im, 34 + 0im, 6 - 10im, -6 - 10im, 0 + 4im, 0 + 34im, -6 + 10im, 6 + 10im, 0 - 4im, 0 - 34im, 10 + 6im, 10 - 6im, -4 + 0im, -34 + 0im]","(16,)"
137,true,1,[137],"Complex[4 + 11im, 4 - 11im]","Complex[4 + 11im, 4 - 11im]","Complex[4 + 11im, 4 - 11im, -11 + 4im, 11 + 4im, 11 - 4im, -11 - 4im, -4 - 11im, -4 + 11im]","(8,)"
138,false,,"[2, 3, 23]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 23 + 0im]","Complex[3 + 3im, 23 - 23im, 2 + 0im, 69 + 0im]","Complex[3 + 3im, 23 - 23im, 2 + 0im, 69 + 0im, -3 + 3im, 23 + 23im, 0 + 2im, 0 + 69im, 3 - 3im, -23 - 23im, 0 - 2im, 0 - 69im, -3 - 3im, -23 + 23im, -2 + 0im, -69 + 0im]","(16,)"
139,true,3,[139],Complex[139 + 0im],Complex[139 + 0im],"Complex[139 + 0im, 0 + 139im, 0 - 139im, -139 + 0im]","(4,)"
140,false,,"[2, 2, 5, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
141,false,1,"[3, 47]","Complex[3 + 0im, 47 + 0im]","Complex[3 + 0im, 47 + 0im]","Complex[3 + 0im, 47 + 0im, 0 + 3im, 0 + 47im, 0 - 3im, 0 - 47im, -3 + 0im, -47 + 0im]","(8,)"
142,false,,"[2, 71]","Complex[1 + 1im, 1 - 1im, 71 + 0im]",Complex[],Any[],"(0,)"
143,false,3,"[11, 13]","Complex[11 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
144,false,,"[2, 2, 2, 2, 3, 3]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im]","Complex[-12 + 0im, 4 + 4im, 18 - 18im]","Complex[-12 + 0im, 4 + 4im, 18 - 18im, 0 - 12im, -4 + 4im, 18 + 18im, 0 + 12im, 4 - 4im, -18 - 18im, 12 + 0im, -4 - 4im, -18 + 18im]","(12,)"
145,false,1,"[5, 29]","Complex[2 + 1im, 2 - 1im, 2 + 5im, 2 - 5im]","Complex[-1 + 12im, -1 - 12im, 5 + 0im, 29 + 0im]","Complex[-1 + 12im, -1 - 12im, 5 + 0im, 29 + 0im, -12 - 1im, 12 - 1im, 0 + 5im, 0 + 29im, 12 + 1im, -12 + 1im, 0 - 5im, 0 - 29im, 1 - 12im, 1 + 12im, -5 + 0im, -29 + 0im]","(16,)"
146,false,,"[2, 73]","Complex[1 + 1im, 1 - 1im, 8 + 3im, 8 - 3im]","Complex[5 + 11im, 5 - 11im, 2 + 0im, 73 + 0im]","Complex[5 + 11im, 5 - 11im, 2 + 0im, 73 + 0im, -11 + 5im, 11 + 5im, 0 + 2im, 0 + 73im, 11 - 5im, -11 - 5im, 0 - 2im, 0 - 73im, -5 - 11im, -5 + 11im, -2 + 0im, -73 + 0im]","(16,)"
147,false,3,"[3, 7, 7]","Complex[3 + 0im, 7 + 0im, 7 + 0im]",Complex[],Any[],"(0,)"
148,false,,"[2, 2, 37]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 6im, 1 - 6im]","Complex[-12 + 2im, -12 - 2im, 2 + 2im, 37 - 37im]","Complex[-12 + 2im, -12 - 2im, 2 + 2im, 37 - 37im, -2 - 12im, 2 - 12im, -2 + 2im, 37 + 37im, 2 + 12im, -2 + 12im, 2 - 2im, -37 - 37im, 12 - 2im, 12 + 2im, -2 - 2im, -37 + 37im]","(16,)"
149,true,1,[149],"Complex[7 + 10im, 7 - 10im]","Complex[7 + 10im, 7 - 10im]","Complex[7 + 10im, 7 - 10im, -10 + 7im, 10 + 7im, 10 - 7im, -10 - 7im, -7 - 10im, -7 + 10im]","(8,)"
150,false,,"[2, 3, 5, 5]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im]",Complex[],Any[],"(0,)"
151,true,3,[151],Complex[151 + 0im],Complex[151 + 0im],"Complex[151 + 0im, 0 + 151im, 0 - 151im, -151 + 0im]","(4,)"
152,false,,"[2, 2, 2, 19]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 19 + 0im]",Complex[],Any[],"(0,)"
153,false,1,"[3, 3, 17]","Complex[3 + 0im, 3 + 0im, 1 + 4im, 1 - 4im]","Complex[3 + 12im, 3 - 12im, 9 + 0im, 17 + 0im]","Complex[3 + 12im, 3 - 12im, 9 + 0im, 17 + 0im, -12 + 3im, 12 + 3im, 0 + 9im, 0 + 17im, 12 - 3im, -12 - 3im, 0 - 9im, 0 - 17im, -3 - 12im, -3 + 12im, -9 + 0im, -17 + 0im]","(16,)"
154,false,,"[2, 7, 11]","Complex[1 + 1im, 1 - 1im, 7 + 0im, 11 + 0im]","Complex[7 + 7im, 11 - 11im, 2 + 0im, 77 + 0im]","Complex[7 + 7im, 11 - 11im, 2 + 0im, 77 + 0im, -7 + 7im, 11 + 11im, 0 + 2im, 0 + 77im, 7 - 7im, -11 - 11im, 0 - 2im, 0 - 77im, -7 - 7im, -11 + 11im, -2 + 0im, -77 + 0im]","(16,)"
155,false,3,"[5, 31]","Complex[2 + 1im, 2 - 1im, 31 + 0im]",Complex[],Any[],"(0,)"
156,false,,"[2, 2, 3, 13]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
157,true,1,[157],"Complex[6 + 11im, 6 - 11im]","Complex[6 + 11im, 6 - 11im]","Complex[6 + 11im, 6 - 11im, -11 + 6im, 11 + 6im, 11 - 6im, -11 - 6im, -6 - 11im, -6 + 11im]","(8,)"
158,false,,"[2, 79]","Complex[1 + 1im, 1 - 1im, 79 + 0im]",Complex[],Any[],"(0,)"
159,false,3,"[3, 53]","Complex[3 + 0im, 7 + 2im, 7 - 2im]",Complex[],Any[],"(0,)"
160,false,,"[2, 2, 2, 2, 2, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im]","Complex[-4 - 12im, -4 + 12im, 8 + 0im, 20 + 0im]","Complex[-4 - 12im, -4 + 12im, 8 + 0im, 20 + 0im, 12 - 4im, -12 - 4im, 0 + 8im, 0 + 20im, -12 + 4im, 12 + 4im, 0 - 8im, 0 - 20im, 4 + 12im, 4 - 12im, -8 + 0im, -20 + 0im]","(16,)"
161,false,1,"[7, 23]","Complex[7 + 0im, 23 + 0im]","Complex[7 + 0im, 23 + 0im]","Complex[7 + 0im, 23 + 0im, 0 + 7im, 0 + 23im, 0 - 7im, 0 - 23im, -7 + 0im, -23 + 0im]","(8,)"
162,false,,"[2, 3, 3, 3, 3]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 3 + 0im, 3 + 0im]","Complex[9 + 9im, 9 - 9im, 6 + 0im, 27 + 0im]","Complex[9 + 9im, 9 - 9im, 6 + 0im, 27 + 0im, -9 + 9im, 0 + 6im, 0 + 27im, -9 - 9im, 0 - 6im, 0 - 27im, -6 + 0im, -27 + 0im]","(12,)"
163,true,3,[163],Complex[163 + 0im],Complex[163 + 0im],"Complex[163 + 0im, 0 + 163im, 0 - 163im, -163 + 0im]","(4,)"
164,false,,"[2, 2, 41]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 4 + 5im, 4 - 5im]","Complex[-10 + 8im, -10 - 8im, 2 + 2im, 41 - 41im]","Complex[-10 + 8im, -10 - 8im, 2 + 2im, 41 - 41im, -8 - 10im, 8 - 10im, -2 + 2im, 41 + 41im, 8 + 10im, -8 + 10im, 2 - 2im, -41 - 41im, 10 - 8im, 10 + 8im, -2 - 2im, -41 + 41im]","(16,)"
165,false,1,"[3, 5, 11]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 11 + 0im]","Complex[6 - 3im, 22 + 11im, 6 + 3im, 22 - 11im]","Complex[6 - 3im, 22 + 11im, 6 + 3im, 22 - 11im, 3 + 6im, -11 + 22im, -3 + 6im, 11 + 22im, -3 - 6im, 11 - 22im, 3 - 6im, -11 - 22im, -6 + 3im, -22 - 11im, -6 - 3im, -22 + 11im]","(16,)"
166,false,,"[2, 83]","Complex[1 + 1im, 1 - 1im, 83 + 0im]",Complex[],Any[],"(0,)"
167,true,3,[167],Complex[167 + 0im],Complex[167 + 0im],"Complex[167 + 0im, 0 + 167im, 0 - 167im, -167 + 0im]","(4,)"
168,false,,"[2, 2, 2, 3, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 7 + 0im]","Complex[-6 + 6im, -14 - 14im, 4 + 0im, 42 + 0im]","Complex[-6 + 6im, -14 - 14im, 4 + 0im, 42 + 0im, -6 - 6im, 14 - 14im, 0 + 4im, 0 + 42im, 6 + 6im, -14 + 14im, 0 - 4im, 0 - 42im, 6 - 6im, 14 + 14im, -4 + 0im, -42 + 0im]","(16,)"
169,false,1,"[13, 13]","Complex[3 + 2im, 3 - 2im, 3 + 2im, 3 - 2im]","Complex[5 + 12im, 5 - 12im, 13 + 0im]","Complex[5 + 12im, 5 - 12im, 13 + 0im, -12 + 5im, 12 + 5im, 0 + 13im, 12 - 5im, -12 - 5im, 0 - 13im, -5 - 12im, -5 + 12im, -13 + 0im]","(12,)"
170,false,,"[2, 5, 17]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 1 + 4im, 1 - 4im]","Complex[-11 + 7im, -11 - 7im, 4 + 2im, 34 - 17im]","Complex[-11 + 7im, -11 - 7im, 4 + 2im, 34 - 17im, -7 - 11im, 7 - 11im, -2 + 4im, 17 + 34im, 7 + 11im, -7 + 11im, 2 - 4im, -17 - 34im, 11 - 7im, 11 + 7im, -4 - 2im, -34 + 17im]","(16,)"
171,false,3,"[3, 3, 19]","Complex[3 + 0im, 3 + 0im, 19 + 0im]",Complex[],Any[],"(0,)"
172,false,,"[2, 2, 43]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 43 + 0im]",Complex[],Any[],"(0,)"
173,true,1,[173],"Complex[2 + 13im, 2 - 13im]","Complex[2 + 13im, 2 - 13im]","Complex[2 + 13im, 2 - 13im, -13 + 2im, 13 + 2im, 13 - 2im, -13 - 2im, -2 - 13im, -2 + 13im]","(8,)"
174,false,,"[2, 3, 29]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 2 + 5im, 2 - 5im]",Complex[],Any[],"(0,)"
175,false,3,"[5, 5, 7]","Complex[2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
176,false,,"[2, 2, 2, 2, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 11 + 0im]",Complex[],Any[],"(0,)"
177,false,1,"[3, 59]","Complex[3 + 0im, 59 + 0im]","Complex[3 + 0im, 59 + 0im]","Complex[3 + 0im, 59 + 0im, 0 + 3im, 0 + 59im, 0 - 3im, 0 - 59im, -3 + 0im, -59 + 0im]","(8,)"
178,false,,"[2, 89]","Complex[1 + 1im, 1 - 1im, 5 + 8im, 5 - 8im]","Complex[-3 + 13im, -3 - 13im, 2 + 0im, 89 + 0im]","Complex[-3 + 13im, -3 - 13im, 2 + 0im, 89 + 0im, -13 - 3im, 13 - 3im, 0 + 2im, 0 + 89im, 13 + 3im, -13 + 3im, 0 - 2im, 0 - 89im, 3 - 13im, 3 + 13im, -2 + 0im, -89 + 0im]","(16,)"
179,true,3,[179],Complex[179 + 0im],Complex[179 + 0im],"Complex[179 + 0im, 0 + 179im, 0 - 179im, -179 + 0im]","(4,)"
180,false,,"[2, 2, 3, 3, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im]","Complex[-6 + 12im, -6 - 12im, 4 + 0im, 45 + 0im]","Complex[-6 + 12im, -6 - 12im, 4 + 0im, 45 + 0im, -12 - 6im, 12 - 6im, 0 + 4im, 0 + 45im, 12 + 6im, -12 + 6im, 0 - 4im, 0 - 45im, 6 - 12im, 6 + 12im, -4 + 0im, -45 + 0im]","(16,)"
181,true,1,[181],"Complex[10 + 9im, 10 - 9im]","Complex[10 + 9im, 10 - 9im]","Complex[10 + 9im, 10 - 9im, -9 + 10im, 9 + 10im, 9 - 10im, -9 - 10im, -10 - 9im, -10 + 9im]","(8,)"
182,false,,"[2, 7, 13]","Complex[1 + 1im, 1 - 1im, 7 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
183,false,3,"[3, 61]","Complex[3 + 0im, 5 + 6im, 5 - 6im]",Complex[],Any[],"(0,)"
184,false,,"[2, 2, 2, 23]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 23 + 0im]",Complex[],Any[],"(0,)"
185,false,1,"[5, 37]","Complex[2 + 1im, 2 - 1im, 1 + 6im, 1 - 6im]","Complex[-4 + 13im, -4 - 13im, 5 + 0im, 37 + 0im]","Complex[-4 + 13im, -4 - 13im, 5 + 0im, 37 + 0im, -13 - 4im, 13 - 4im, 0 + 5im, 0 + 37im, 13 + 4im, -13 + 4im, 0 - 5im, 0 - 37im, 4 - 13im, 4 + 13im, -5 + 0im, -37 + 0im]","(16,)"
186,false,,"[2, 3, 31]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 31 + 0im]","Complex[3 + 3im, 31 - 31im, 2 + 0im, 93 + 0im]","Complex[3 + 3im, 31 - 31im, 2 + 0im, 93 + 0im, -3 + 3im, 31 + 31im, 0 + 2im, 0 + 93im, 3 - 3im, -31 - 31im, 0 - 2im, 0 - 93im, -3 - 3im, -31 + 31im, -2 + 0im, -93 + 0im]","(16,)"
187,false,3,"[11, 17]","Complex[11 + 0im, 1 + 4im, 1 - 4im]",Complex[],Any[],"(0,)"
188,false,,"[2, 2, 47]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 47 + 0im]",Complex[],Any[],"(0,)"
189,false,1,"[3, 3, 3, 7]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 7 + 0im]","Complex[9 + 0im, 21 + 0im]","Complex[9 + 0im, 21 + 0im, 0 + 9im, 0 + 21im, 0 - 9im, 0 - 21im, -9 + 0im, -21 + 0im]","(8,)"
190,false,,"[2, 5, 19]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 19 + 0im]",Complex[],Any[],"(0,)"
191,true,3,[191],Complex[191 + 0im],Complex[191 + 0im],"Complex[191 + 0im, 0 + 191im, 0 - 191im, -191 + 0im]","(4,)"
192,false,,"[2, 2, 2, 2, 2, 2, 3]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im]",Complex[],Any[],"(0,)"
193,true,1,[193],"Complex[12 + 7im, 12 - 7im]","Complex[12 + 7im, 12 - 7im]","Complex[12 + 7im, 12 - 7im, -7 + 12im, 7 + 12im, 7 - 12im, -7 - 12im, -12 - 7im, -12 + 7im]","(8,)"
194,false,,"[2, 97]","Complex[1 + 1im, 1 - 1im, 4 + 9im, 4 - 9im]","Complex[-5 + 13im, -5 - 13im, 2 + 0im, 97 + 0im]","Complex[-5 + 13im, -5 - 13im, 2 + 0im, 97 + 0im, -13 - 5im, 13 - 5im, 0 + 2im, 0 + 97im, 13 + 5im, -13 + 5im, 0 - 2im, 0 - 97im, 5 - 13im, 5 + 13im, -2 + 0im, -97 + 0im]","(16,)"
195,false,3,"[3, 5, 13]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
196,false,,"[2, 2, 7, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im, 7 + 0im]","Complex[0 + 14im, 0 - 14im, 2 + 2im, 49 - 49im]","Complex[0 + 14im, 0 - 14im, 2 + 2im, 49 - 49im, -14 + 0im, 14 + 0im, -2 + 2im, 49 + 49im, 2 - 2im, -49 - 49im, -2 - 2im, -49 + 49im]","(12,)"
197,true,1,[197],"Complex[1 + 14im, 1 - 14im]","Complex[1 + 14im, 1 - 14im]","Complex[1 + 14im, 1 - 14im, -14 + 1im, 14 + 1im, 14 - 1im, -14 - 1im, -1 - 14im, -1 + 14im]","(8,)"
198,false,,"[2, 3, 3, 11]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 11 + 0im]",Complex[],Any[],"(0,)"
199,true,3,[199],Complex[199 + 0im],Complex[199 + 0im],"Complex[199 + 0im, 0 + 199im, 0 - 199im, -199 + 0im]","(4,)"
200,false,,"[2, 2, 2, 5, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im]","Complex[-14 - 2im, -14 + 2im, 4 + 4im, 25 - 25im]","Complex[-14 - 2im, -14 + 2im, 4 + 4im, 25 - 25im, 2 - 14im, -2 - 14im, -4 + 4im, 25 + 25im, -2 + 14im, 2 + 14im, 4 - 4im, -25 - 25im, 14 + 2im, 14 - 2im, -4 - 4im, -25 + 25im]","(16,)"
201,false,1,"[3, 67]","Complex[3 + 0im, 67 + 0im]","Complex[3 + 0im, 67 + 0im]","Complex[3 + 0im, 67 + 0im, 0 + 3im, 0 + 67im, 0 - 3im, 0 - 67im, -3 + 0im, -67 + 0im]","(8,)"
202,false,,"[2, 101]","Complex[1 + 1im, 1 - 1im, 10 + 1im, 10 - 1im]","Complex[9 + 11im, 9 - 11im, 2 + 0im, 101 + 0im]","Complex[9 + 11im, 9 - 11im, 2 + 0im, 101 + 0im, -11 + 9im, 11 + 9im, 0 + 2im, 0 + 101im, 11 - 9im, -11 - 9im, 0 - 2im, 0 - 101im, -9 - 11im, -9 + 11im, -2 + 0im, -101 + 0im]","(16,)"
203,false,3,"[7, 29]","Complex[7 + 0im, 2 + 5im, 2 - 5im]",Complex[],Any[],"(0,)"
204,false,,"[2, 2, 3, 17]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 1 + 4im, 1 - 4im]",Complex[],Any[],"(0,)"
205,false,1,"[5, 41]","Complex[2 + 1im, 2 - 1im, 4 + 5im, 4 - 5im]","Complex[3 + 14im, 3 - 14im, 5 + 0im, 41 + 0im]","Complex[3 + 14im, 3 - 14im, 5 + 0im, 41 + 0im, -14 + 3im, 14 + 3im, 0 + 5im, 0 + 41im, 14 - 3im, -14 - 3im, 0 - 5im, 0 - 41im, -3 - 14im, -3 + 14im, -5 + 0im, -41 + 0im]","(16,)"
206,false,,"[2, 103]","Complex[1 + 1im, 1 - 1im, 103 + 0im]",Complex[],Any[],"(0,)"
207,false,3,"[3, 3, 23]","Complex[3 + 0im, 3 + 0im, 23 + 0im]",Complex[],Any[],"(0,)"
208,false,,"[2, 2, 2, 2, 13]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 2im, 3 - 2im]","Complex[-12 - 8im, -12 + 8im, 4 + 4im, 26 - 26im]","Complex[-12 - 8im, -12 + 8im, 4 + 4im, 26 - 26im, 8 - 12im, -8 - 12im, -4 + 4im, 26 + 26im, -8 + 12im, 8 + 12im, 4 - 4im, -26 - 26im, 12 + 8im, 12 - 8im, -4 - 4im, -26 + 26im]","(16,)"
209,false,1,"[11, 19]","Complex[11 + 0im, 19 + 0im]","Complex[11 + 0im, 19 + 0im]","Complex[11 + 0im, 19 + 0im, 0 + 11im, 0 + 19im, 0 - 11im, 0 - 19im, -11 + 0im, -19 + 0im]","(8,)"
210,false,,"[2, 3, 5, 7]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im, 7 + 0im]","Complex[9 + 3im, 21 - 7im, 6 + 0im, 35 + 0im]","Complex[9 + 3im, 21 - 7im, 6 + 0im, 35 + 0im, -3 + 9im, 7 + 21im, 0 + 6im, 0 + 35im, 3 - 9im, -7 - 21im, 0 - 6im, 0 - 35im, -9 - 3im, -21 + 7im, -6 + 0im, -35 + 0im]","(16,)"
211,true,3,[211],Complex[211 + 0im],Complex[211 + 0im],"Complex[211 + 0im, 0 + 211im, 0 - 211im, -211 + 0im]","(4,)"
